concept,paper_count
decoherence channel,125
scalar quantum field theory,354
little prior information,211
laser optical feedback imaging,56
umbral calculus,522
commutative monoid,495
radiation pressure effect,93
hamiltonian spectrum,136
molecular channel,241
zero field splitting parameter,78
modest variation,309
analog quantum simulator,97
optical quantum communication,149
adiabatic variation,143
markovian decoherence,203
momentum measurement,528
electron spin lifetime,123
red peak,466
nonlinear spinor field,142
second order autocorrelation,74
ci expansion,158
divergent susceptibility,102
transfer matrix simulation,17
device independent quantum key distribution,132
artificial magnetism,197
neutral quantum dot,24
finite dimensional representation space,6
spontaneous emission enhancement,273
metric tree,266
volume filling fraction,100
asymmetric cavity,200
boson mode,136
mode squeezed vacuum state,355
xxz hamiltonian,78
density matrix renormalisation group,151
operator expansion,471
ultra high vacuum condition,24
spintronic memory,366
cotangent function,164
van der waals cluster,109
kummer confluent hypergeometric function,43
wedge state,18
kraus map,46
fock expansion,109
weakly bound cluster,57
zero point field,93
unstable steady state,326
tropical algebra,196
autonomous oscillator,117
quantum renormalization group,132
saddle point optimization,54
spectral ordering,97
dense code,100
debroglie wavelength,85
mutually unbiased observables,23
fisher information measure,188
heyting algebra,458
coherence revival,63
einsteins theory,84
vacuum speed,156
quasi dynamical symmetry,11
gaas photonic crystal waveguide,13
deutsch algorithm,79
molecular geometry optimization,136
hoeffding inequality,130
logical encoding,128
integrated pulse profile,96
virtual photon exchange,126
shuffle algebra,240
temporal perturbation,139
hilbert space formalism,265
levi civita connection,35
triple collision,155
negative chirp,327
partition statistic,49
geometrical character,176
low energy resonance,87
fermion triplet,93
casimir interaction energy,79
karoubi envelope,48
fluctuation induced force,11
classical brownian motion,197
magnetic dipole interaction,468
emissivity spectrum,193
pole singularity,114
high coupling strength,66
scalar signal,280
resonance channel,90
optical map,280
light lepton,218
atomic wire,192
uhlmann phase,62
trapped ion chain,31
multidimensional soliton,54
gravitational waves detection,174
chromatic variation,411
predator prey,752
low temperature expansion,146
multiplicity problem,288
atomic operation,264
ohmic heat bath,41
electron nucleus,88
linear oscillation,361
symmetry protected topological phase,118
riemannian geodesic,124
dirac method,238
fermionic correlation,68
polarized scattered light,139
slater type orbitals,209
braid representation,68
relational observables,93
valence fermion,31
partial wave decomposition,258
large penetration depth,361
oblique reflection,267
positive discrete series,90
rd system,220
monochromatic line,84
lattice boundary,110
air water interface,163
phonon lasing,186
ground vibrational level,142
chiral matter,750
convex semidefinite programming,152
rm effect,145
hilbert space fragmentation,232
programmable spatial light modulator,135
gl model,189
time harmonic wave,68
spinor structure,234
probabilistic teleportation,253
relativistic fermion,146
synthetic dimension,424
angular quantum number,147
nonlinear coupling coefficient,70
polarization squeezed light,27
si quantum dot,442
parameter phase space,98
longitudinal fluctuation,81
bipartite pure state,102
kerr newman,45
high learning efficiency,143
pauli basis,201
quantum ergodic,194
ordering relation,566
angular momentum theory,255
macroscopic simulation,437
thermal atomic vapor,30
silicon slot waveguide,176
quantum compiler,157
pi berry phase,17
classical estimation theory,60
magnetic theory,304
finite symmetry group,88
high quality factor resonance,29
stimulated thermal rayleigh scattering,91
ultracold rydberg gas,49
nonequilibrium quantum field theory,125
metric adjusted skew information,25
formal substitution,148
grobner basis,490
negative momentum,367
cosmological interpretation,433
magnetic topological phase,25
density matrix evolution,121
proca equation,152
spin interaction hamiltonian,26
second order nonlinear susceptibility,131
zeta regularization,161
weak coherent pulse,106
recurrence behavior,147
aperiodic system,57
thermal light ghost imaging,48
ferromagnetic potts model,216
time dependent network,35
bosonization method,198
nodal curve,272
hamiltonian parameter estimation,44
nanomechanical motion,190
time reversal transformation,61
axion particle,73
temperature dependent parameter,70
lattice gas automaton,99
superintegrable hamiltonians,49
phase space measure,34
k body interaction,4
precision magnetometry,107
rydberg eit,108
quantum lyapunov exponent,94
large electromagnetic field,86
bipolar orientation,58
convolutional net,123
motional excitation,76
eit signal,117
isofrequency surface,57
homogeneous linear equation,75
dual polyhedron,37
quantum public key encryption,38
deep long short term memory,76
sagnac phase shift,96
non linear partial differential equation,29
graphene nano ribbon,103
hydrogenic atom,262
algebraic operator,171
higher order topology,52
interatomic interaction strength,43
macroscopic tunneling,87
gravitational resonance,234
entanglement revival,63
white light cavity,72
macroscopic oscillator,54
moduli problem,519
electromagnetic tensor,223
integration kernel,138
continuous variable quantum teleportation,96
free electron mass,253
long polymer chain,108
schrodinger representation,93
scattering pole,22
super fluid,150
disordered metamaterials,91
elliptically polarized electromagnetic wave,42
stochastic mean field,112
quasi distribution,28
hanoi network,63
wigner kernel,41
weak optical field,27
exciton decay rate,69
free electron system,31
equilibrium correlation function,56
square lattice structure,137
mean particle number density,20
isotropic heisenberg interaction,54
excitation manifold,95
schrodinger cat state,77
free space optical channel,66
vector vortex beam,191
massive electron,91
particle probability density,101
optical phase measurement,75
population annealing,119
ultracold matter,138
photo ionisation,60
random satisfiability problem,27
topological measurement,64
metropolis hastings algorithm,127
operator relation,61
dirac vacuum,158
weyl operator,122
discrete logistic equation,40
secret key length,84
csl model,190
hilbert bundle,117
lorentz invariant theory,37
markov generator,126
stratified manifold,53
factorized representation,102
kolmogorov sinai entropy,18
quantized flux,202
intense ultrashort laser pulse,127
string net,46
k nearest neighbors algorithm,64
spectral decomposition theorem,94
lie symmetry algebra,86
qubo formulation,225
hidden state space,82
continuous matrix product state,40
majorana model,101
hamiltonian generator,48
combinatorial action space,66
gaussian resource,76
discrete prolate spheroidal sequence,44
knot polynomial,87
noncommutative integration,100
ground state change,16
optical third harmonic generation,84
strong coupling domain,18
jona lasinio,152
atomistic tight binding,55
spectral coefficient,228
chiral mixture,71
fermionic lattice model,16
sum uncertainty relation,18
fiber optic communication system,196
holonomic gate,54
high order dynamic,72
measurement error mitigation,82
electric charge quantization,140
wavefunction ansatz,129
subwavelength spatial resolution,209
leggett garg inequality,7
kernel coefficient,122
interior field,278
quantum measurement backaction,28
high dimensional optimization,218
marginal entropy,146
xuv spectrum,113
stern gerlach,61
pi electron system,31
motion formalism,127
quasi invariant,37
magnetic charge density,84
gravitational wave strain,304
arpes measurement,59
near infrared frequency,45
band population,180
protected surface state,68
transverse field strength,55
spontaneous pair production,45
single shot image,34
covariant map,17
rayleigh diffraction limit,136
photon counting capability,112
quantum dynamical entropy,57
spin polarized phase,42
energetic ground state,34
relativistic thermodynamics,275
free dirac equation,98
boson number operator,21
quench dynamic,17
molecular electronic structure theory,125
maximally entangled pair,46
high sensitivity detector,59
wigner delay time,52
binomial state,138
quantum critical line,64
homogeneous random walk,48
graph polynomial,213
matter action,174
narrow resonance state,12
edge local complementation,13
neutral k meson system,16
quantum optical effect,24
schrodinger like equation,18
linear algebraic structure,47
spatiotemporal relation,109
nonzero orbital momentum,37
nanoscale waveguide,103
scarred eigenstates,38
parity non conservation,20
quantum mechanical picture,94
photon number difference,37
tight binding formalism,35
nmr quantum information processor,78
ds equation,38
micro mechanical resonator,10
non linear spectroscopy,21
susy transformation,68
fine grained entropy,12
solid state material,200
fourier base,32
linear lie group,99
silica microresonator,65
gaussian ring,92
harmonic coordinate,108
holonomy invariant,76
quantum unitary dynamic,2
ion atom collision,19
johnson lindenstrauss lemma,16
entanglement teleportation,74
molecular angular momentum,74
intermediate virtual state,18
finite rank operator,94
low rank factorization,55
diffraction limited volume,11
finite heisenberg group,56
infrared momentum,27
fourth order expansion,31
stochastic nonlinear schrodinger equation,22
information bottleneck problem,53
erot cavity,120
quantum control system,62
deterministic quantum state transfer,24
hs equation,81
coupled electromagnetic field,105
laser induced change,13
